"customer_id","registration_date","customer_segments","total_orders","average_order_value","order_id","order_date","promised_delivery_time","actual_delivery_time","delivery_status","order_total","payment_method","delivery_partner_id","store_id","product_id","quantity","unit_price","total_price","product_name","category","brand","price","mrp","margin_percentage","shelf_life_days","min_stock_level","max_stock_level","promised_time","actual_time","delivery_time_minutes","distance_km","dp_delivery_status","reasons_if_delayed","feedback_id","rating","feedback_text","feedback_category","sentiment","feedback_date","rating_icon","emoji","star","category_name","category_img"
24308515,"2023-10-26","Regular",20,"1801.96","2272892659","2023-07-26","10:59:54","11:10:54","Slightly Delayed","2182.59","Wallet",68804,"6254",51036,3,"931.61","2794.83","Baby Food","Baby Care","Karnik PLC","931.61","1330.87",30,365,12,86,"10:59:00","11:10:00",11,"3.17","Slightly Delayed","Traffic",6368426,3,"The order was incorrect.","App Experience","Negative","2023-07-26",3,"https://i.postimg.cc/d02zccny/confused.png","⭐⭐⭐","Baby Care","https://i.postimg.cc/k55tvsJW/feeding.png"
54038173,"2023-11-24","Premium",17,"1914.26","9087377568","2024-02-21","02:34:52","02:33:52","On Time","2490.79","UPI",37895,"895",432617,1,"863.18","863.18","Baby Wipes","Baby Care","Dora-Pillai","863.18","1233.11",30,365,17,97,"02:34:00","02:33:00",-1,"0.61","On Time","Unknown",7057209,3,"The product met my expectations.","App Experience","Neutral","2024-02-21",3,"https://i.postimg.cc/d02zccny/confused.png","⭐⭐⭐","Baby Care","https://i.postimg.cc/k55tvsJW/feeding.png"
19400174,"2024-05-22","New",2,"907.16","8443685057","2023-07-02","01:57:40","01:59:40","On Time","3804.03","Card",52458,"2605",525531,1,"831.10","831.10","Dog Food","Pet Care","Sandal PLC","831.10","1278.62",35,365,28,65,"01:57:00","01:59:00",2,"4.12","On Time","Traffic",6030331,3,"Average experience, could improve.","Product Quality","Neutral","2023-07-02",3,"https://i.postimg.cc/d02zccny/confused.png","⭐⭐⭐","Pet Care","https://i.postimg.cc/FRMdmQjx/pet-food.png"
42208242,"2023-11-19","Regular",19,"1222.25","1590988730","2023-12-21","22:41:21","22:41:21","On Time","1928.10","Cash",33843,"440",764014,3,"612.04","1836.12","Salt","Grocery & Staples","Grewal, Swamy and Dayal","612.04","720.05",15,365,30,100,"22:41:00","22:41:00",0,"1.82","On Time","Unknown",3002904,3,"Average experience, could improve.","Delivery","Neutral","2023-12-21",3,"https://i.postimg.cc/d02zccny/confused.png","⭐⭐⭐","Grocery & Staples","https://i.postimg.cc/jSc7fmbs/grocery.png"
26364643,"2024-08-22","Inactive",9,"1086.68","7357811417","2024-09-29","09:54:08","09:53:08","On Time","5692.84","UPI",7496,"6841",692985,2,"197.39","394.78","Pulses","Grocery & Staples","Wable, Sankaran and Hari","197.39","232.22",15,365,30,86,"09:54:00","09:53:00",-1,"2.74","On Time","Unknown",5755357,4,"The product met my expectations.","Product Quality","Neutral","2024-09-29",4,"https://i.postimg.cc/X7XSGhNR/smile.png","⭐⭐⭐⭐","Grocery & Staples","https://i.postimg.cc/jSc7fmbs/grocery.png"
65406127,"2024-06-15","Premium",20,"1391.48","394951937","2024-04-24","18:12:02","18:17:02","On Time","1517.52","Cash",34174,"3224",63769,1,"878.07","878.07","Lotion","Personal Care","Dalal-Shan","878.07","1350.88",35,365,27,69,"18:12:00","18:17:00",5,"2.64","On Time","Traffic",7932307,4,"Highly recommended!","App Experience","Positive","2024-04-24",4,"https://i.postimg.cc/X7XSGhNR/smile.png","⭐⭐⭐⭐","Personal Care","https://i.postimg.cc/hvmm7GSw/personal-care.png"
20148223,"2023-05-26","Inactive",5,"599.99","3967445448","2023-11-02","15:08:51","15:07:51","On Time","154.50","Card",61413,"1690",832348,3,"831.43","2494.29","Biscuits","Snacks & Munchies","Jani-Ram","831.43","1279.12",35,90,10,79,"15:08:00","15:07:00",-1,"1.00","On Time","Unknown",4287665,4,"Great prices and fast delivery!","Delivery","Positive","2023-11-02",4,"https://i.postimg.cc/X7XSGhNR/smile.png","⭐⭐⭐⭐","Snacks & Munchies","https://i.postimg.cc/CKP7Ydrp/snacks.png"
10088428,"2024-01-16","Premium",15,"806.54","6101022928","2024-10-02","18:26:29","18:31:29","On Time","1253.07","Card",8083,"5977",256783,3,"906.54","2719.62","Pet Treats","Pet Care","Basu, Thakur and Rege","906.54","1394.68",35,365,16,98,"18:26:00","18:31:00",5,"2.35","On Time","Traffic",8541922,4,"Excellent quality, will buy again!","Delivery","Positive","2024-10-02",4,"https://i.postimg.cc/X7XSGhNR/smile.png","⭐⭐⭐⭐","Pet Care","https://i.postimg.cc/FRMdmQjx/pet-food.png"
43052303,"2023-06-21","Premium",19,"1790.43","6322372546","2024-02-19","10:16:21","10:35:21","Significantly Delayed","3383.58","Wallet",8035,"1803",613942,3,"545.00","1635.00","Pet Treats","Pet Care","Dyal, Saraf and Goel","545.00","838.46",35,365,28,72,"10:16:00","10:35:00",19,"3.99","Significantly Delayed","Traffic",9786423,1,"I had a bad experience.","Product Quality","Negative","2024-02-19",1,"https://i.postimg.cc/15zP0XBY/angry.png","⭐","Pet Care","https://i.postimg.cc/FRMdmQjx/pet-food.png"
63025744,"2023-10-02","Regular",6,"1112.65","9778782281","2023-04-14","21:54:40","22:07:40","Slightly Delayed","477.12","Card",10170,"6492",818990,3,"163.55","490.65","Tomatoes","Fruits & Vegetables","Dugar Group","163.55","218.07",25,3,22,92,"21:54:00","22:07:00",13,"1.54","Slightly Delayed","Traffic",3312118,3,"Average experience, could improve.","Product Quality","Neutral","2023-04-14",3,"https://i.postimg.cc/d02zccny/confused.png","⭐⭐⭐","Fruits & Vegetables","https://i.postimg.cc/sgsWvyb6/fruits.png"
14940427,"2023-06-01","Premium",3,"1992.36","3867563962","2023-12-24","17:39:37","17:34:37","On Time","2417.68","Wallet",7531,"981",647462,1,"326.42","326.42","Lotion","Personal Care","Balan, Samra and Sekhon","326.42","502.18",35,365,22,64,"17:39:00","17:34:00",-5,"1.13","On Time","Unknown",3919034,4,"Nothing to complain about, but nothing exceptional.","Delivery","Neutral","2023-12-24",4,"https://i.postimg.cc/X7XSGhNR/smile.png","⭐⭐⭐⭐","Personal Care","https://i.postimg.cc/hvmm7GSw/personal-care.png"
38969732,"2024-09-08","New",10,"1501.23","9277710098","2023-04-02","16:48:17","16:58:17","Slightly Delayed","1807.12","Cash",71248,"4843",542300,2,"255.35","510.70","Popcorn","Snacks & Munchies","Gulati-Tandon","255.35","392.85",35,90,11,66,"16:48:00","16:58:00",10,"1.62","Slightly Delayed","Traffic",9429214,5,"Customer service was very helpful.","Product Quality","Positive","2023-04-02",5,"https://i.postimg.cc/XYyRxCCx/star.png","⭐⭐⭐⭐⭐","Snacks & Munchies","https://i.postimg.cc/CKP7Ydrp/snacks.png"
6081270,"2024-08-17","Inactive",15,"969.51","7669322773","2023-08-29","13:20:04","13:22:04","On Time","836.16","Card",58926,"4555",77308,2,"223.27","446.54","Onions","Fruits & Vegetables","Ratta-Sagar","223.27","297.69",25,3,29,91,"13:20:00","13:22:00",2,"4.08","On Time","Traffic",2275542,4,"Nothing to complain about, but nothing exceptional.","Customer Service","Neutral","2023-08-29",4,"https://i.postimg.cc/X7XSGhNR/smile.png","⭐⭐⭐⭐","Fruits & Vegetables","https://i.postimg.cc/sgsWvyb6/fruits.png"
68159723,"2024-05-21","New",6,"1214.62","3917427529","2024-10-12","12:18:44","12:33:44","Slightly Delayed","3772.26","Cash",26537,"5628",771228,2,"83.18","166.36","Pet Treats","Pet Care","Raja and Sons","83.18","127.97",35,365,25,73,"12:18:00","12:33:00",15,"3.25","Slightly Delayed","Traffic",892549,3,"It was okay, nothing special.","Customer Service","Neutral","2024-10-12",3,"https://i.postimg.cc/d02zccny/confused.png","⭐⭐⭐","Pet Care","https://i.postimg.cc/FRMdmQjx/pet-food.png"
65134271,"2023-12-18","Premium",19,"1433.53","1934158144","2024-04-02","17:23:27","17:28:27","On Time","415.75","Card",30587,"2405",120532,1,"697.53","697.53","Wheat Flour","Grocery & Staples","Nazareth Ltd","697.53","820.62",15,365,29,95,"17:23:00","17:28:00",5,"2.00","On Time","Traffic",8890516,3,"Delivery was fine, but the product could be better.","Product Quality","Neutral","2024-04-02",3,"https://i.postimg.cc/d02zccny/confused.png","⭐⭐⭐","Grocery & Staples","https://i.postimg.cc/jSc7fmbs/grocery.png"
243838,"2024-05-16","New",11,"1158.27","3157338466","2023-08-24","16:16:23","16:11:23","On Time","2859.05","UPI",92146,"2843",847349,2,"781.08","1562.16","Potatoes","Fruits & Vegetables","Chhabra-Agrawal","781.08","1041.44",25,3,26,69,"16:16:00","16:11:00",-5,"0.71","On Time","Unknown",4913600,4,"Overall good experience, thank you!","Delivery","Positive","2023-08-24",4,"https://i.postimg.cc/X7XSGhNR/smile.png","⭐⭐⭐⭐","Fruits & Vegetables","https://i.postimg.cc/sgsWvyb6/fruits.png"
74761384,"2024-10-27","Premium",12,"1550.37","9640662474","2024-04-09","14:27:50","14:38:50","Slightly Delayed","1420.64","Cash",20774,"3616",760684,3,"71.60","214.80","Rice","Grocery & Staples","Kanda-Gupta","71.60","84.24",15,365,14,64,"14:27:00","14:38:00",11,"3.54","Slightly Delayed","Traffic",5644836,4,"Nothing to complain about, but nothing exceptional.","Delivery","Neutral","2024-04-09",4,"https://i.postimg.cc/X7XSGhNR/smile.png","⭐⭐⭐⭐","Grocery & Staples","https://i.postimg.cc/jSc7fmbs/grocery.png"
42432226,"2023-08-03","Premium",5,"608.34","2356272189","2024-04-09","02:20:11","02:21:11","On Time","313.77","Card",68709,"3664",604184,3,"397.55","1192.65","Toilet Cleaner","Household Care","Gaba, Sodhi and Choudhary","397.55","530.07",25,365,24,84,"02:20:00","02:21:00",1,"1.61","On Time","Traffic",3026456,4,"Items were in perfect condition.","Delivery","Positive","2024-04-09",4,"https://i.postimg.cc/X7XSGhNR/smile.png","⭐⭐⭐⭐","Household Care","https://i.postimg.cc/1tnnLzNt/cleaning-tools.png"
54338574,"2023-08-09","Premium",3,"1875.03","1380510406","2024-07-27","20:31:20","20:35:20","On Time","3015.14","Wallet",52711,"5404",602241,1,"976.55","976.55","Nuts","Snacks & Munchies","Bahl-Pau","976.55","1502.38",35,90,12,75,"20:31:00","20:35:00",4,"0.78","On Time","Traffic",7213081,3,"Not worth the price I paid.","Delivery","Negative","2024-07-27",3,"https://i.postimg.cc/d02zccny/confused.png","⭐⭐⭐","Snacks & Munchies","https://i.postimg.cc/CKP7Ydrp/snacks.png"
23794330,"2024-05-28","Regular",1,"822.37","8008377895","2023-06-26","13:29:29","13:58:29","Significantly Delayed","850.06","Card",43415,"6886",349294,2,"934.75","1869.50","Onions","Fruits & Vegetables","Ganesan Ltd","934.75","1246.33",25,3,25,70,"13:29:00","13:58:00",29,"4.97","Significantly Delayed","Traffic",1082563,5,"Customer service was very helpful.","Delivery","Positive","2023-06-26",5,"https://i.postimg.cc/XYyRxCCx/star.png","⭐⭐⭐⭐⭐","Fruits & Vegetables","https://i.postimg.cc/sgsWvyb6/fruits.png"
57537308,"2024-05-18","New",8,"1641.88","3680678403","2023-03-31","00:33:37","00:34:37","On Time","3346.47","UPI",7068,"7343",313754,3,"136.60","409.80","Biscuits","Snacks & Munchies","Swaminathan, Mahal and Dara","136.60","210.15",35,90,25,67,"00:33:00","00:34:00",1,"1.06","On Time","Traffic",4295130,3,"Delivery was fine, but the product could be better.","Customer Service","Neutral","2023-03-31",3,"https://i.postimg.cc/d02zccny/confused.png","⭐⭐⭐","Snacks & Munchies","https://i.postimg.cc/CKP7Ydrp/snacks.png"
6812439,"2024-10-17","Premium",1,"938.29","2847236502","2024-07-16","11:07:30","11:10:30","On Time","127.08","Wallet",97878,"3484",871592,1,"870.29","870.29","Carrots","Fruits & Vegetables","Shankar, Nadkarni and Kumer","870.29","1160.39",25,3,25,50,"11:07:00","11:10:00",3,"4.81","On Time","Traffic",9721776,5,"Great prices and fast delivery!","Product Quality","Positive","2024-07-16",5,"https://i.postimg.cc/XYyRxCCx/star.png","⭐⭐⭐⭐⭐","Fruits & Vegetables","https://i.postimg.cc/sgsWvyb6/fruits.png"
75510747,"2024-03-18","New",7,"555.18","5212392063","2024-06-17","03:00:31","02:58:31","On Time","4005.87","Card",31900,"5449",532965,1,"307.23","307.23","Frozen Pizza","Instant & Frozen Food","Sachdev Inc","307.23","512.05",40,180,20,94,"03:00:00","02:58:00",-2,"3.59","On Time","Unknown",9147798,5,"Highly recommended!","App Experience","Positive","2024-06-17",5,"https://i.postimg.cc/XYyRxCCx/star.png","⭐⭐⭐⭐⭐","Instant & Frozen Food","https://i.postimg.cc/1RVwdvpH/ice-cream.png"
91566278,"2024-09-24","Premium",5,"1953.37","3804024939","2024-01-27","21:31:51","21:32:51","On Time","2791.42","Card",17974,"4280",57405,2,"607.67","1215.34","Baby Food","Baby Care","Srinivas PLC","607.67","868.10",30,365,21,64,"21:31:00","21:32:00",1,"3.59","On Time","Traffic",7555725,4,"Nothing to complain about, but nothing exceptional.","Delivery","Neutral","2024-01-27",4,"https://i.postimg.cc/X7XSGhNR/smile.png","⭐⭐⭐⭐","Baby Care","https://i.postimg.cc/k55tvsJW/feeding.png"
18394558,"2023-12-30","Regular",2,"1186.59","5395870775","2024-08-01","19:33:33","19:29:33","On Time","3064.35","Card",66722,"4766",432617,3,"863.18","2589.54","Baby Wipes","Baby Care","Dora-Pillai","863.18","1233.11",30,365,17,97,"19:33:00","19:29:00",-4,"4.30","On Time","Unknown",4191143,4,"Very happy with the service!","Product Quality","Positive","2024-08-01",4,"https://i.postimg.cc/X7XSGhNR/smile.png","⭐⭐⭐⭐","Baby Care","https://i.postimg.cc/k55tvsJW/feeding.png"
38615653,"2024-03-30","Regular",8,"1501.01","511736499","2024-10-24","21:33:11","21:38:11","On Time","2993.04","Card",49116,"6635",4452,1,"169.88","169.88","Baby Wipes","Baby Care","Morar-Mistry","169.88","242.69",30,365,27,100,"21:33:00","21:38:00",5,"1.88","On Time","Traffic",5959980,3,"It was okay, nothing special.","Product Quality","Neutral","2024-10-24",3,"https://i.postimg.cc/d02zccny/confused.png","⭐⭐⭐","Baby Care","https://i.postimg.cc/k55tvsJW/feeding.png"
69863493,"2023-06-09","Regular",6,"1620.01","2895886759","2023-09-07","22:39:10","22:45:10","Slightly Delayed","3005.64","Card",67136,"6836",949818,1,"483.05","483.05","Biscuits","Snacks & Munchies","Yohannan Inc","483.05","743.15",35,90,21,76,"22:39:00","22:45:00",6,"2.56","Slightly Delayed","Traffic",1509068,5,"Great prices and fast delivery!","Product Quality","Positive","2023-09-07",5,"https://i.postimg.cc/XYyRxCCx/star.png","⭐⭐⭐⭐⭐","Snacks & Munchies","https://i.postimg.cc/CKP7Ydrp/snacks.png"
32809328,"2024-02-09","Premium",19,"1525.50","6638513435","2024-08-04","13:21:07","13:18:07","On Time","68.49","Cash",33099,"8422",306177,3,"769.24","2307.72","Frozen Biryani","Instant & Frozen Food","Som Inc","769.24","1282.07",40,180,11,54,"13:21:00","13:18:00",-3,"2.01","On Time","Unknown",1223481,4,"Very happy with the service!","Customer Service","Positive","2024-08-04",4,"https://i.postimg.cc/X7XSGhNR/smile.png","⭐⭐⭐⭐","Instant & Frozen Food","https://i.postimg.cc/1RVwdvpH/ice-cream.png"
13581527,"2024-06-01","New",10,"1614.59","4168083780","2024-06-09","04:48:32","04:49:32","On Time","1489.58","Wallet",55172,"4620",187399,1,"53.49","53.49","Frozen Pizza","Instant & Frozen Food","Chauhan Inc","53.49","89.15",40,180,14,73,"04:48:00","04:49:00",1,"1.79","On Time","Traffic",2785902,2,"The order was incorrect.","Product Quality","Negative","2024-06-09",2,"https://i.postimg.cc/zGbrMQ9C/sad.png","⭐⭐","Instant & Frozen Food","https://i.postimg.cc/1RVwdvpH/ice-cream.png"
88252625,"2024-02-27","New",15,"422.31","2501516144","2024-10-01","09:25:18","09:23:18","On Time","48.55","Cash",56299,"8147",652118,3,"22.04","66.12","Frozen Biryani","Instant & Frozen Food","Agate and Sons","22.04","36.73",40,180,19,55,"09:25:00","09:23:00",-2,"3.25","On Time","Unknown",7297221,3,"Average experience, could improve.","Customer Service","Neutral","2024-10-01",3,"https://i.postimg.cc/d02zccny/confused.png","⭐⭐⭐","Instant & Frozen Food","https://i.postimg.cc/1RVwdvpH/ice-cream.png"
98246574,"2023-03-24","Premium",15,"1904.61","7141387557","2023-08-18","21:32:53","21:30:53","On Time","4664.16","Wallet",73154,"381",349294,3,"934.75","2804.25","Onions","Fruits & Vegetables","Ganesan Ltd","934.75","1246.33",25,3,25,70,"21:32:00","21:30:00",-2,"1.86","On Time","Unknown",3448210,3,"The product met my expectations.","Customer Service","Neutral","2023-08-18",3,"https://i.postimg.cc/d02zccny/confused.png","⭐⭐⭐","Fruits & Vegetables","https://i.postimg.cc/sgsWvyb6/fruits.png"
75860724,"2023-06-12","Premium",4,"462.17","2747350024","2024-08-16","13:31:40","13:30:40","On Time","793.14","UPI",13307,"5857",186168,3,"878.80","2636.40","Dog Food","Pet Care","Parekh, Lad and Kadakia","878.80","1352.00",35,365,13,75,"13:31:00","13:30:00",-1,"4.75","On Time","Unknown",1818906,3,"I had a bad experience.","Product Quality","Negative","2024-08-16",3,"https://i.postimg.cc/d02zccny/confused.png","⭐⭐⭐","Pet Care","https://i.postimg.cc/FRMdmQjx/pet-food.png"
29272253,"2024-09-19","New",18,"1282.70","9503407492","2023-08-25","22:56:34","23:14:34","Significantly Delayed","1932.17","Wallet",40500,"3377",764014,2,"612.04","1224.08","Salt","Grocery & Staples","Grewal, Swamy and Dayal","612.04","720.05",15,365,30,100,"22:56:00","23:14:00",18,"4.98","Significantly Delayed","Traffic",7622825,4,"Very happy with the service!","App Experience","Positive","2023-08-25",4,"https://i.postimg.cc/X7XSGhNR/smile.png","⭐⭐⭐⭐","Grocery & Staples","https://i.postimg.cc/jSc7fmbs/grocery.png"
78053306,"2024-06-27","Inactive",6,"1037.09","4845607487","2023-03-17","19:02:57","19:05:57","On Time","646.54","Cash",84614,"4238",513199,1,"422.23","422.23","Cola","Cold Drinks & Juices","Rastogi Inc","422.23","603.19",30,180,26,52,"19:02:00","19:05:00",3,"3.65","On Time","Traffic",6184548,1,"Delivery was late and I was unhappy.","Product Quality","Negative","2023-03-17",1,"https://i.postimg.cc/15zP0XBY/angry.png","⭐","Cold Drinks & Juices","https://i.postimg.cc/kXrKPWsd/softdrink.png"
30447453,"2023-06-01","Premium",14,"389.39","2051769691","2023-09-06","16:38:21","16:33:21","On Time","1255.53","UPI",58157,"5116",890232,1,"432.00","432.00","Mango Drink","Cold Drinks & Juices","Jha Group","432.00","617.14",30,180,20,91,"16:38:00","16:33:00",-5,"0.58","On Time","Unknown",2324692,4,"The product met my expectations.","Product Quality","Neutral","2023-09-06",4,"https://i.postimg.cc/X7XSGhNR/smile.png","⭐⭐⭐⭐","Cold Drinks & Juices","https://i.postimg.cc/kXrKPWsd/softdrink.png"
85476508,"2024-05-22","Inactive",18,"1607.33","1092990139","2024-10-01","01:33:29","01:37:29","On Time","3410.49","Card",53064,"2623",820973,2,"114.52","229.04","Baby Wipes","Baby Care","Lall LLC","114.52","163.60",30,365,29,56,"01:33:00","01:37:00",4,"4.37","On Time","Traffic",1415598,3,"Not worth the price I paid.","App Experience","Negative","2024-10-01",3,"https://i.postimg.cc/d02zccny/confused.png","⭐⭐⭐","Baby Care","https://i.postimg.cc/k55tvsJW/feeding.png"
14632090,"2024-03-31","Regular",15,"1620.46","5527612319","2024-09-11","00:12:55","00:12:55","On Time","2445.20","Wallet",48508,"9342",690565,3,"951.27","2853.81","Cookies","Snacks & Munchies","Roy, Seth and Patla","951.27","1463.49",35,90,15,56,"00:12:00","00:12:00",0,"1.13","On Time","Unknown",1365646,4,"Great prices and fast delivery!","Customer Service","Positive","2024-09-12",4,"https://i.postimg.cc/X7XSGhNR/smile.png","⭐⭐⭐⭐","Snacks & Munchies","https://i.postimg.cc/CKP7Ydrp/snacks.png"
22694456,"2024-03-20","New",6,"697.90","8852367079","2024-04-07","05:25:02","05:27:02","On Time","3115.43","Wallet",5117,"8674",714999,3,"882.51","2647.53","Bread","Dairy & Breakfast","Kala Group","882.51","1103.14",20,7,27,81,"05:25:00","05:27:00",2,"1.95","On Time","Traffic",3525651,3,"The product met my expectations.","Customer Service","Neutral","2024-04-07",3,"https://i.postimg.cc/d02zccny/confused.png","⭐⭐⭐","Dairy & Breakfast","https://i.postimg.cc/X7wFjX1B/food.png"
85474732,"2024-01-01","Premium",1,"941.76","1666202264","2023-05-07","10:39:06","10:45:06","Slightly Delayed","2389.83","Cash",32884,"8113",337168,2,"545.49","1090.98","Eggs","Dairy & Breakfast","Dasgupta PLC","545.49","681.86",20,7,25,98,"10:39:00","10:45:00",6,"1.93","Slightly Delayed","Traffic",7211256,2,"Items were missing from my order.","Product Quality","Negative","2023-05-07",2,"https://i.postimg.cc/zGbrMQ9C/sad.png","⭐⭐","Dairy & Breakfast","https://i.postimg.cc/X7wFjX1B/food.png"
41155125,"2024-04-22","Inactive",14,"1454.30","8606484804","2024-06-18","15:37:30","15:43:30","Slightly Delayed","2409.69","UPI",49631,"3608",654297,1,"13.25","13.25","Potatoes","Fruits & Vegetables","Chandran-Dass","13.25","17.67",25,3,20,86,"15:37:00","15:43:00",6,"4.72","Slightly Delayed","Traffic",5692120,2,"Items were missing from my order.","Product Quality","Negative","2024-06-18",2,"https://i.postimg.cc/zGbrMQ9C/sad.png","⭐⭐","Fruits & Vegetables","https://i.postimg.cc/sgsWvyb6/fruits.png"
80862136,"2024-03-31","Premium",16,"393.28","8905341102","2024-02-08","04:28:21","04:27:21","On Time","2542.21","Cash",5762,"3150",937542,2,"97.04","194.08","Wheat Flour","Grocery & Staples","Khurana and Sons","97.04","114.16",15,365,28,93,"04:28:00","04:27:00",-1,"4.88","On Time","Unknown",9823807,5,"Very fresh and well-packaged.","App Experience","Positive","2024-02-08",5,"https://i.postimg.cc/XYyRxCCx/star.png","⭐⭐⭐⭐⭐","Grocery & Staples","https://i.postimg.cc/jSc7fmbs/grocery.png"
10210309,"2024-05-08","Inactive",13,"515.07","5418735913","2024-07-11","11:56:20","11:54:20","On Time","2190.34","Cash",92033,"9566",606256,1,"369.28","369.28","Frozen Biryani","Instant & Frozen Food","Agate Ltd","369.28","615.47",40,180,16,57,"11:56:00","11:54:00",-2,"3.74","On Time","Unknown",2704664,1,"I had a bad experience.","Customer Service","Negative","2024-07-11",1,"https://i.postimg.cc/15zP0XBY/angry.png","⭐","Instant & Frozen Food","https://i.postimg.cc/1RVwdvpH/ice-cream.png"
48167795,"2023-11-28","New",13,"1355.09","970377475","2024-09-03","22:57:37","22:56:37","On Time","22.04","Card",2460,"3147",734789,2,"395.82","791.64","Popcorn","Snacks & Munchies","Chaudhari, Pant and Singh","395.82","608.95",35,90,22,66,"22:57:00","22:56:00",-1,"3.62","On Time","Unknown",3715026,5,"Will definitely order again.","Delivery","Positive","2024-09-03",5,"https://i.postimg.cc/XYyRxCCx/star.png","⭐⭐⭐⭐⭐","Snacks & Munchies","https://i.postimg.cc/CKP7Ydrp/snacks.png"
83298567,"2024-10-02","Premium",14,"763.10","7320527109","2024-01-18","12:58:56","12:57:56","On Time","1372.37","UPI",76831,"7051",291238,2,"746.03","1492.06","Chocolates","Snacks & Munchies","Sinha, Pau and Chhabra","746.03","1147.74",35,90,16,68,"12:58:00","12:57:00",-1,"1.77","On Time","Unknown",9593233,4,"It was okay, nothing special.","Product Quality","Neutral","2024-01-18",4,"https://i.postimg.cc/X7XSGhNR/smile.png","⭐⭐⭐⭐","Snacks & Munchies","https://i.postimg.cc/CKP7Ydrp/snacks.png"
44174426,"2024-07-02","New",20,"1655.49","5120698","2023-06-09","12:25:20","12:40:20","Slightly Delayed","3064.36","Wallet",48582,"3184",187399,1,"53.49","53.49","Frozen Pizza","Instant & Frozen Food","Chauhan Inc","53.49","89.15",40,180,14,73,"12:25:00","12:40:00",15,"4.82","Slightly Delayed","Traffic",4367429,5,"Very happy with the service!","Delivery","Positive","2023-06-09",5,"https://i.postimg.cc/XYyRxCCx/star.png","⭐⭐⭐⭐⭐","Instant & Frozen Food","https://i.postimg.cc/1RVwdvpH/ice-cream.png"
24496983,"2023-12-04","Regular",17,"1262.44","3812396179","2023-07-22","08:46:43","08:41:43","On Time","1445.54","Card",54016,"4693",114414,3,"832.06","2496.18","Vitamins","Pharmacy","Kara-Golla","832.06","1040.07",20,365,26,66,"08:46:00","08:41:00",-5,"4.05","On Time","Unknown",6991198,4,"Good selection of products.","Customer Service","Positive","2023-07-22",4,"https://i.postimg.cc/X7XSGhNR/smile.png","⭐⭐⭐⭐","Pharmacy","https://i.postimg.cc/W3x7FCP9/pharmacy.png"
46208150,"2024-02-05","New",3,"1283.10","8178951021","2024-03-24","19:08:35","19:26:35","Significantly Delayed","3095.39","UPI",80840,"1922",18035,3,"968.94","2906.82","Dish Soap","Household Care","Ramesh Inc","968.94","1291.92",25,365,12,87,"19:08:00","19:26:00",18,"2.67","Significantly Delayed","Traffic",4850003,5,"Excellent quality, will buy again!","Delivery","Positive","2024-03-24",5,"https://i.postimg.cc/XYyRxCCx/star.png","⭐⭐⭐⭐⭐","Household Care","https://i.postimg.cc/1tnnLzNt/cleaning-tools.png"
55056284,"2024-05-13","Inactive",11,"373.44","2479115586","2024-03-14","18:51:17","18:55:17","On Time","1876.69","Wallet",6845,"5738",532965,2,"307.23","614.46","Frozen Pizza","Instant & Frozen Food","Sachdev Inc","307.23","512.05",40,180,20,94,"18:51:00","18:55:00",4,"2.28","On Time","Traffic",9403859,4,"Delivery was fine, but the product could be better.","Customer Service","Neutral","2024-03-14",4,"https://i.postimg.cc/X7XSGhNR/smile.png","⭐⭐⭐⭐","Instant & Frozen Food","https://i.postimg.cc/1RVwdvpH/ice-cream.png"
26285589,"2024-10-29","New",15,"535.12","6239453389","2023-10-08","01:30:57","01:26:57","On Time","2424.72","Wallet",63625,"515",880510,2,"951.43","1902.86","Bread","Dairy & Breakfast","Roy-Char","951.43","1189.29",20,7,29,54,"01:30:00","01:26:00",-4,"4.50","On Time","Unknown",3751165,4,"Will definitely order again.","Customer Service","Positive","2023-10-08",4,"https://i.postimg.cc/X7XSGhNR/smile.png","⭐⭐⭐⭐","Dairy & Breakfast","https://i.postimg.cc/X7wFjX1B/food.png"
13585482,"2023-07-06","Inactive",20,"1475.52","3136508414","2024-07-22","15:33:23","15:30:23","On Time","2242.50","Cash",94346,"9976",435929,3,"856.89","2570.67","Toilet Cleaner","Household Care","Memon Ltd","856.89","1142.52",25,365,13,71,"15:33:00","15:30:00",-3,"4.05","On Time","Unknown",9884263,4,"The product met my expectations.","Delivery","Neutral","2024-07-22",4,"https://i.postimg.cc/X7XSGhNR/smile.png","⭐⭐⭐⭐","Household Care","https://i.postimg.cc/1tnnLzNt/cleaning-tools.png"
6992801,"2023-06-03","Premium",4,"1270.33","5521273487","2024-05-18","15:16:26","15:42:26","Significantly Delayed","942.37","Cash",98929,"7497",18035,2,"968.94","1937.88","Dish Soap","Household Care","Ramesh Inc","968.94","1291.92",25,365,12,87,"15:16:00","15:42:00",26,"1.94","Significantly Delayed","Traffic",8141675,3,"Nothing to complain about, but nothing exceptional.","Product Quality","Neutral","2024-05-18",3,"https://i.postimg.cc/d02zccny/confused.png","⭐⭐⭐","Household Care","https://i.postimg.cc/1tnnLzNt/cleaning-tools.png"
